domain,series_id,t,y,p_mm_day,t_c,year,month,weekofyear,dayofyear,dayofweek,sin_doy,cos_doy,sin_dow,cos_dow,y_lag1,y_lag2,y_lag3,y_lag7,y_roll3_mean,y_roll3_std,y_roll7_mean,y_roll7_std,horizon,y_future,split
hydro,10023000,1986-10-08,0.4148102824301287,0.0,6.215000000000001,1986,10,41,281,2,-0.9937806700284985,0.11135519690480827,0.9749279121818236,-0.22252093395631434,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.447995105024539,0.4203410861958637,0.009579633128946337,0.4314026937273338,0.013547647093514593,1,0.4148102824301287,train
hydro,10023000,1986-10-08,0.4148102824301287,0.0,6.215000000000001,1986,10,41,281,2,-0.9937806700284985,0.11135519690480827,0.9749279121818236,-0.22252093395631434,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.447995105024539,0.4203410861958637,0.009579633128946337,0.4314026937273338,0.013547647093514593,3,0.4148102824301287,train
hydro,10023000,1986-10-08,0.4148102824301287,0.0,6.215000000000001,1986,10,41,281,2,-0.9937806700284985,0.11135519690480827,0.9749279121818236,-0.22252093395631434,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.447995105024539,0.4203410861958637,0.009579633128946337,0.4314026937273338,0.013547647093514593,7,0.3982178711329235,train
hydro,10023000,1986-10-08,0.4148102824301287,0.0,6.215000000000001,1986,10,41,281,2,-0.9937806700284985,0.11135519690480827,0.9749279121818236,-0.22252093395631434,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.447995105024539,0.4203410861958637,0.009579633128946337,0.4314026937273338,0.013547647093514593,5,0.3816254598357184,train
hydro,10023000,1986-10-09,0.4148102824301287,0.0,3.95,1986,10,41,282,3,-0.9917226741361016,0.1283983551465503,0.43388373911755823,-0.900968867902419,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.447995105024539,0.4148102824301287,0.0,0.4266620047852752,0.012542683983801017,7,0.4148102824301287,train
hydro,10023000,1986-10-09,0.4148102824301287,0.0,3.95,1986,10,41,282,3,-0.9917226741361016,0.1283983551465503,0.43388373911755823,-0.900968867902419,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.447995105024539,0.4148102824301287,0.0,0.4266620047852752,0.012542683983801017,3,0.3982178711329235,train
hydro,10023000,1986-10-09,0.4148102824301287,0.0,3.95,1986,10,41,282,3,-0.9917226741361016,0.1283983551465503,0.43388373911755823,-0.900968867902419,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.447995105024539,0.4148102824301287,0.0,0.4266620047852752,0.012542683983801017,1,0.4148102824301287,train
hydro,10023000,1986-10-09,0.4148102824301287,0.0,3.95,1986,10,41,282,3,-0.9917226741361016,0.1283983551465503,0.43388373911755823,-0.900968867902419,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.447995105024539,0.4148102824301287,0.0,0.4266620047852752,0.012542683983801017,5,0.3982178711329235,train
hydro,10023000,1986-10-10,0.4148102824301287,0.0,5.675,1986,10,41,283,4,-0.9893724130196829,0.14540367380368996,-0.433883739117558,-0.9009688679024191,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.4148102824301287,0.0,0.4219213158432166,0.008869016899225647,7,0.4148102824301287,train
hydro,10023000,1986-10-10,0.4148102824301287,0.0,5.675,1986,10,41,283,4,-0.9893724130196829,0.14540367380368996,-0.433883739117558,-0.9009688679024191,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.4148102824301287,0.0,0.4219213158432166,0.008869016899225647,1,0.4148102824301287,train
hydro,10023000,1986-10-10,0.4148102824301287,0.0,5.675,1986,10,41,283,4,-0.9893724130196829,0.14540367380368996,-0.433883739117558,-0.9009688679024191,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.4148102824301287,0.0,0.4219213158432166,0.008869016899225647,3,0.3816254598357184,train
hydro,10023000,1986-10-10,0.4148102824301287,0.0,5.675,1986,10,41,283,4,-0.9893724130196829,0.14540367380368996,-0.433883739117558,-0.9009688679024191,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.4148102824301287,0.0,0.4219213158432166,0.008869016899225647,5,0.3982178711329235,train
hydro,10023000,1986-10-11,0.4148102824301287,0.0,4.61,1986,10,41,284,5,-0.9867305793119814,0.16236614133076377,-0.9749279121818236,-0.2225209339563146,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.4148102824301287,0.0,0.41955097137218733,0.008096267697667373,7,0.4148102824301287,train
hydro,10023000,1986-10-11,0.4148102824301287,0.0,4.61,1986,10,41,284,5,-0.9867305793119814,0.16236614133076377,-0.9749279121818236,-0.2225209339563146,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.4148102824301287,0.0,0.41955097137218733,0.008096267697667373,1,0.3982178711329235,train
hydro,10023000,1986-10-11,0.4148102824301287,0.0,4.61,1986,10,41,284,5,-0.9867305793119814,0.16236614133076377,-0.9749279121818236,-0.2225209339563146,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.4148102824301287,0.0,0.41955097137218733,0.008096267697667373,5,0.4148102824301287,train
hydro,10023000,1986-10-11,0.4148102824301287,0.0,4.61,1986,10,41,284,5,-0.9867305793119814,0.16236614133076377,-0.9749279121818236,-0.2225209339563146,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.4148102824301287,0.0,0.41955097137218733,0.008096267697667373,3,0.3982178711329235,train
hydro,10023000,1986-10-12,0.3982178711329235,0.0,-3.565,1986,10,41,285,6,-0.9837979515735163,0.17928075881073555,-0.7818314824680299,0.6234898018587334,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.4148102824301287,0.0,0.4171806269011579,0.006271341991900627,1,0.3816254598357184,train
hydro,10023000,1986-10-12,0.3982178711329235,0.0,-3.565,1986,10,41,285,6,-0.9837979515735163,0.17928075881073555,-0.7818314824680299,0.6234898018587334,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.4148102824301287,0.0,0.4171806269011579,0.006271341991900627,3,0.3982178711329235,train
hydro,10023000,1986-10-12,0.3982178711329235,0.0,-3.565,1986,10,41,285,6,-0.9837979515735163,0.17928075881073555,-0.7818314824680299,0.6234898018587334,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.4148102824301287,0.0,0.4171806269011579,0.006271341991900627,7,0.4148102824301287,train
hydro,10023000,1986-10-12,0.3982178711329235,0.0,-3.565,1986,10,41,285,6,-0.9837979515735163,0.17928075881073555,-0.7818314824680299,0.6234898018587334,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4314026937273338,0.4148102824301287,0.0,0.4171806269011579,0.006271341991900627,5,0.4148102824301287,train
hydro,10023000,1986-10-13,0.3816254598357184,0.0,2.7750000000000004,1986,10,42,286,0,-0.980575394063143,0.19614254142819676,0.0,1.0,0.3982178711329235,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4092794786643936,0.009579633128946297,0.4124399379590994,0.006271341991900696,1,0.3982178711329235,train
hydro,10023000,1986-10-13,0.3816254598357184,0.0,2.7750000000000004,1986,10,42,286,0,-0.980575394063143,0.19614254142819676,0.0,1.0,0.3982178711329235,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4092794786643936,0.009579633128946297,0.4124399379590994,0.006271341991900696,3,0.4148102824301287,train
hydro,10023000,1986-10-13,0.3816254598357184,0.0,2.7750000000000004,1986,10,42,286,0,-0.980575394063143,0.19614254142819676,0.0,1.0,0.3982178711329235,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4092794786643936,0.009579633128946297,0.4124399379590994,0.006271341991900696,7,0.447995105024539,train
hydro,10023000,1986-10-13,0.3816254598357184,0.0,2.7750000000000004,1986,10,42,286,0,-0.980575394063143,0.19614254142819676,0.0,1.0,0.3982178711329235,0.4148102824301287,0.4148102824301287,0.4148102824301287,0.4092794786643936,0.009579633128946297,0.4124399379590994,0.006271341991900696,5,0.4148102824301287,train
hydro,10023000,1986-10-14,0.3982178711329235,0.0,3.675,1986,10,42,287,1,-0.9770638564833509,0.21294651993841537,0.7818314824680298,0.6234898018587336,0.3816254598357184,0.3982178711329235,0.4148102824301287,0.4148102824301287,0.39821787113292356,0.01659241129720503,0.40769924901704074,0.013054839395563598,1,0.3982178711329235,train
hydro,10023000,1986-10-14,0.3982178711329235,0.0,3.675,1986,10,42,287,1,-0.9770638564833509,0.21294651993841537,0.7818314824680298,0.6234898018587336,0.3816254598357184,0.3982178711329235,0.4148102824301287,0.4148102824301287,0.39821787113292356,0.01659241129720503,0.40769924901704074,0.013054839395563598,3,0.4148102824301287,train
hydro,10023000,1986-10-14,0.3982178711329235,0.0,3.675,1986,10,42,287,1,-0.9770638564833509,0.21294651993841537,0.7818314824680298,0.6234898018587336,0.3816254598357184,0.3982178711329235,0.4148102824301287,0.4148102824301287,0.39821787113292356,0.01659241129720503,0.40769924901704074,0.013054839395563598,7,0.4314026937273338,train
hydro,10023000,1986-10-14,0.3982178711329235,0.0,3.675,1986,10,42,287,1,-0.9770638564833509,0.21294651993841537,0.7818314824680298,0.6234898018587336,0.3816254598357184,0.3982178711329235,0.4148102824301287,0.4148102824301287,0.39821787113292356,0.01659241129720503,0.40769924901704074,0.013054839395563598,5,0.4148102824301287,train
